ticker,company,company_cn,type,date,shares,price_hkd,size_hkdm,sponsors,others,prospectus_url
"1652","Fusen Pharmaceutical Company Limited","褔森藥業有限公司","Global offering","28/06/2018","200000000","3","600","China Securities","ABCI; Bluemount Securities; Dongxing; Head & Shoulders Securities; GF Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2018/0628/ltn20180628055.pdf"
"2212","Future Bright Mining Holdings Limited","高鵬礦業控股有限公司","Global offering","29/12/2014","88000000","1","88","Guotai Junan","CNI Securities Group; Ever-Long Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2014/1229/ltn20141229023.pdf"
"3606","Fuyao Glass Industry Group Co., Ltd.","福耀玻璃工業集團股份有限公司","Global offering","19/03/2015","439679600","16.8","7386.61728","CMB; UBS","HSBC; Goldman Sachs; Bank of China; BNP Paribas","https://www1.hkexnews.hk/listedco/listconews/sehk/2015/0319/ltn20150319019.pdf"
"1828","FWD Group Holdings Limited","富衛集團有限公司","Global offering","26/06/2025","91342100","38","3470.9998","Morgan Stanley; Goldman Sachs","CMB; HSBC; BOCOM; CCB; Huatai; ICBC; Mizuho; SMBC; DBS; United Overseas Bank","https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0626/2025062600017.pdf"
"6038","G & M Holdings Limited","信越控股有限公司","Global offering","25/05/2017","250000000","0.42","105","Messis Capital","Aristo Securities; China Securities; Ruibang Securities; Zhong Jia Securities; Opus Capital","https://www1.hkexnews.hk/listedco/listconews/sehk/2017/0525/ltn20170525013.pdf"
"9900","Gain Plus Holdings Limited","德益控股有限公司","Global offering","19/12/2019","","","","Ample","","https://www1.hkexnews.hk/listedco/listconews/sehk/2019/1219/2019121900694.pdf"
"2458","Gala Technology Holding Limited","望塵科技控股有限公司","Global offering","30/12/2022","12420000","7.16","88.9272","United Overseas Bank","Futu; Haitong; Maxa Capital; Tiger Brokers","https://www1.hkexnews.hk/listedco/listconews/sehk/2022/1230/2022123000207.pdf"
"1772","Ganfeng Lithium Co., Ltd.","江西贛鋒鋰業股份有限公司","Global offering","27/09/2018","200185800","26.5","5304.9237","Citi","CICC; Deutsche Bank; ABCI; CCB; Guotai Junan; ICBC; Futu; Head & Shoulders Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2018/0927/ltn20180927025.pdf"
"6968","Ganglong China Property Group Limited","港龍中國地產集團有限公司","Global offering","29/06/2020","400000000","0.01","","WAG Worldsec Corporate Finance","Huajin Securities (International); CRIC Securities; CMB; ABCI; Haitong; Emperio Securities And Assets Management; First Shanghai; Zhongtai; Soochow; BOCOM; Yue Xiu; Victory Securities; Bradbury Securities; GLAM Capital","https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0629/2020062900033.pdf"
"2407","Gaush Meditech Ltd","高視醫療科技有限公司","Global offering","30/11/2022","13068600","51.4","671.72604","Morgan Stanley; Haitong","Daiwa; Futu; Tiger Brokers; Maxa Capital; Sinomax Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2022/1130/2022113000167.pdf"
"1489","GC Construction Holdings Limited","","Global offering","23/09/2022","250000000","0.54","135","Grande Capital","China Tonghai; Realord Asia Pacific Securities; Chief Securities; Sinomax Securities; CSFG International Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2022/0923/2022092300011.pdf"
"9698","GDS Holdings Limited","萬國數據控股有限公司","Global offering","21/10/2020","160000000","86","13760","Bank of America; CICC; Haitong","ABCI; Bank of China; CCB; CMB; DBS; ICBC; Orient Securities; United Overseas Bank; CEB; CITIC; Guotai Junan; Zhongtai","https://www1.hkexnews.hk/listedco/listconews/sehk/2020/1021/2020102100011.pdf"
"6163","Gemilang International Limited","彭順國際有限公司","Global offering","31/10/2016","62500000","1.42","88.75","Alliance Capital Partners","Upbest Securities; Bonus Eventus Securities; Caitong; First Shanghai; Fulbright Securities; Somerley Capital","https://www1.hkexnews.hk/listedco/listconews/sehk/2016/1031/ltn20161031007.pdf"
"1548","Genscript Biotech Corporation","金斯瑞生物科技股份有限公司","Global offering","17/12/2015","400000000","1.68","672","Haitong","KGI Capital Asia; RHB Securities Hong Kong","https://www1.hkexnews.hk/listedco/listconews/sehk/2015/1217/ltn20151217005.pdf"
"1707","Geotech Holdings Ltd.","","Global offering","28/09/2017","350000000","0.42","147","RHB Capital Hong Kong","RHB Securities Hong Kong; Sorrento Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2017/0928/ltn20170928029.pdf"
"1776","GF Securities Co., Ltd.","廣發証券股份有限公司","Global offering","25/03/2015","1479822800","18.85","27894.659780000005","GF Securities; Goldman Sachs","Morgan Stanley; BOCOM; Deutsche Bank; ABCI; HSBC; ICBC; CCB; Guosen; China Securities; CIMB Securities; CMB; Sun Hung Kai Investment Services; Huatai; China Industrial Securities; Bank of America; China Galaxy; China Investment Securities; Changjiang; Daiwa; Qilu","https://www1.hkexnews.hk/listedco/listconews/sehk/2015/0325/ltn20150325029.pdf"
"9933","GHW International","冠豪國際控股有限公司","Global offering","31/12/2019","250000000","0.65","162.5","Fortune","Head & Shoulders Securities; I Win Securities; SPDB; First Shanghai; Alpha International Securities; Chung Sun Securities; Standard Perpetual Securities; Livermore Holdings","https://www1.hkexnews.hk/listedco/listconews/sehk/2019/1231/2019123100037.pdf"
"2367","Giant Biogene Holding Co., Ltd","巨子生物控股有限公司","Global offering","25/10/2022","22608800","27.7","626.26376","Goldman Sachs; CICC","Huatai; GF Securities; Futu; Silverbricks Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2022/1025/2022102500007.pdf"
"2531","GL-Carlink Technology Holding Limited","廣聯科技控股有限公司","Global offering","28/06/2024","63600000","5.3","337.08","CCB","Cinda International; CMB; Donghai International Securities; Fosun; Livermore Holdings; Quam; SPDB; Victory Securities; Yue Xiu; Zhongtai; Gaoyu Securities; Ruibang Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2024/0628/2024062800067.pdf"
"1669","Global International Credit Group Limited","環球信貸集團有限公司","Global offering","28/11/2014","100000000","1.6","160","Investec Capital Asia","Emperor; Kim Eng Securities; Astrum Capital Management; Sun Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2014/1128/ltn20141128023.pdf"
"6616","Global New Material International Holdings Limited","環球新材國際控股有限公司","Global offering","30/06/2021","290674000","4.22","1226.64428","Essence","BOCOM; China Industrial Securities; China PA Securities; CMB; GF Securities; Guosen; Guotai Junan; Shenwan Hongyuan; SPDB; Yue Xiu; Futu; Fuyuan Securities; HK Monkey Securities; Soochow; Valuable Capital; Zhongtai","https://www1.hkexnews.hk/listedco/listconews/sehk/2021/0630/2021063000059.pdf"
"2246","GOGOX HOLDINGS LIMITED","快狗打車控股有限公司","Global offering","14/06/2022","31200000","21.5","670.8","UBS; CICC; BOCOM; ABCI","Futu; Zhongtai; Fosun; Tiger Brokers; CEB; Eddid; Livermore Holdings","https://www1.hkexnews.hk/listedco/listconews/sehk/2022/0614/2022061400009.pdf"
"2863","Golden Faith Group Holdings Limited","高豐集團控股有限公司","Global offering","31/07/2017","135000000","0.87","117.45","Guoyuan Capital","Ping An Securities; Yuanta Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2017/0731/ltn20170731025.pdf"
"1783","Golden Ponder Holdings Limited","金侖控股有限公司","Global offering","07/08/2018","200000000","0.55","110.00000000000001","Dakin","Pacific Foundation Securities; Sincere Securities; Alpha Financial Group; ChaoShang Securities; Frontpage Capital","https://www1.hkexnews.hk/listedco/listconews/sehk/2018/0807/ltn20180807033.pdf"
"6896","Golden Throat Holdings Group Company Limited","金嗓子控股集團有限公司","Global offering","30/06/2015","181590000","6.28","1140.3852","Credit Suisse","","https://www1.hkexnews.hk/listedco/listconews/sehk/2015/0630/ltn20150630041.pdf"
"1084","Green Future Food Hydrocolloid Marine Science Company Limited","綠新親水膠體海洋科技有限公司","Global offering","30/09/2019","200000000","0.01","","Essence","Global Group Securities; Solomon JFZ Holdings","https://www1.hkexnews.hk/listedco/listconews/sehk/2019/0930/2019093000003.pdf"
"6831","Green Tea Group Limited","綠茶集團有限公司","Global offering","08/05/2025","168364000","7.19","1210.53716","Citi; CMB","GF Securities; Guoyuan Securities Brokerage; ABCI; Celestial Securities; First Shanghai; Futu; Morton Securities; Orient Securities; Patrons Securities; SDICS International Securities; Zhongtai","https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0508/2025050800013.pdf"
"9979","Greentown Management Holdings Company Limited","綠城管理控股有限公司","Global offering","29/06/2020","477560000","3","1432.68","Credit Suisse; Deutsche Bank","BNP Paribas; CITIC; Bank of China; GF Securities; CRIC Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0629/2020062900059.pdf"
"2869","Greentown Service Group Co. Ltd.","綠城服務集團有限公司","Global offering","28/06/2016","777776000","2.2","1711.1072000000001","Bank of America; Bank of China","Haitong; Credit Suisse; Morgan Stanley; CCB; Convoy Investment Services","https://www1.hkexnews.hk/listedco/listconews/sehk/2016/0628/ltn20160628023.pdf"
"1842","Grown Up Group Investment Holdings Limited","植華集團投資控股有限公司","Global offering","13/06/2019","250000000","0.5","125","Dakin","Opus Capital; China Investment Securities; HK Monkey Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2019/0613/ltn20190613009.pdf"
"1872","Guan Chao Holdings Limited","冠轈控股有限公司","Global offering","13/02/2019","225000000","0.47","105.75","Titan Financial Services","Great Roc Capital Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2019/0213/ltn20190213013.pdf"
"6189","Guangdong Adway Construction (Group) Holdings Company Limited","廣東愛得威建設","Global offering","15/11/2016","52763000","6.3","332.4069","Guotai Junan","Head & Shoulders Securities; Ever-Long Securities; Ample; AM Capital; Luk Fook Securities; Convoy Investment Services","https://www1.hkexnews.hk/listedco/listconews/sehk/2016/1115/ltn20161115009.pdf"
"1543","Guangdong Join-Share Financing Guarantee Investment Co., Ltd.","廣東中盈盛達融資擔保投資股份有限公司","Global offering","11/12/2015","293333334","1.39","407.73333426","China Securities","GF Securities; Haitong; Guoyuan Capital","https://www1.hkexnews.hk/listedco/listconews/sehk/2015/1211/ltn20151211055.pdf"
"3689","Guangdong Kanghua Healthcare Co., Ltd.","廣東康華醫療股份有限公司","Global offering","27/10/2016","84000000","14.5","1218","CICC","CMB; ABCI; BOCOM; Zhaobangji International Capital","https://www1.hkexnews.hk/listedco/listconews/sehk/2016/1027/ltn20161027017.pdf"
"1551","Guangzhou Rural Commercial Bank Co., Ltd.","廣州農村商業銀行股份有限公司","Global offering","08/06/2017","1582900000","5.27","8341.883","CICC; CMB; CCB; ABCI","Bank of China; GF Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2017/0608/ltn20170608021.pdf"
"2427","Guanze Medical Information Industry (Holding) Co., Ltd.","冠澤醫療信息產業(控股)股份有限公司","Global offering","15/12/2022","192850000","0.53","102.2105","Southwest Securities","Goldlink; Lead Securities; BOCOM; ICBC; Shenwan Hongyuan; SPDB; Zhongtai; Alpha Financial Group; Elstone; I Win Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2022/1215/2022121500017.pdf"
"1364","Guming Holdings Limited","古茗控股有限公司","Global offering","04/02/2025","158612000","9.94","1576.60328","Goldman Sachs; UBS","CICC; HSBC; ABCI; Bank of China; CMB; Futu","https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0204/2025020400011.pdf"
"1456","Guolian Securities Co., Ltd.","國聯證券股份有限公司","Global offering","23/06/2015","442640000","8.25","3651.78","BOCOM; ABCI; Qilu","CCB; CMB; Hua Ying Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2015/0623/ltn20150623011.pdf"
"2517","Guoquan Food (Shanghai) Co., Ltd.","鍋圈食品（上海）股份有限公司","Global offering","20/10/2023","68802800","5.98","411.440744","Huatai; CICC","CMB; GF Securities; Lighthouse Capital Financial; Futu; Tiger Brokers; Livermore Holdings; Silverbricks Securities; Victory Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2023/1020/2023102000007.pdf"
"2329","Guorui Properties Limited","國瑞置業有限公司","Global offering","23/06/2014","661780000","2.84","1879.4552","Bank of China","CMB","https://www1.hkexnews.hk/listedco/listconews/sehk/2014/0623/ltn20140623055.pdf"
"2611","Guotai Junan Securities Co., Ltd.","國泰君安証券股份有限公司","Global offering","28/03/2017","1040000000","15.84","16473.6","Guotai Junan; Goldman Sachs; Bank of America; SPDB","HSBC; ICBC; BOCOM; ABCI; UBS; Guosen; Bank of China; CCB; CMB; Zhongtai; Mizuho; Haitong; Orient Securities; China Securities; CEB","https://www1.hkexnews.hk/listedco/listconews/sehk/2017/0328/ltn20170328033.pdf"
"2273","GUSHENGTANG HOLDINGS LIMITED","固生堂控股有限公司","Global offering","30/11/2021","27878000","29","808.462","Bank of America; Haitong","CICC; GF Securities; ICBC; Futu; Sinomax Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2021/1130/2021113000025.pdf"
"6862","Haidilao International Holding Ltd.","海底撈國際控股有限公司","Global offering","12/09/2018","424530000","17.8","7556.634","CMB; Goldman Sachs","CICC; Citi; United Overseas Bank","https://www1.hkexnews.hk/listedco/listconews/sehk/2018/0912/ltn20180912019.pdf"
"6690","Haier Smart Home Co., Ltd.","海爾智家股份有限公司","Global offering","16/17/2020","","","","CICC; Compliance Advisor Anglo Chinese Corporate Finance","","https://www1.hkexnews.hk/listedco/listconews/sehk/2020/1116/2020111600161.pdf"
"2278","Hailan Holdings Limited","海藍控股有限公司","Global offering","30/06/2016","75000000","4.58","343.5","Haitong","CSL Securities; RHB Securities Hong Kong","https://www.hkexnews.hk/listedco/listconews/sehk/2016/0630/ltn20160630037.pdf"
"1645","Haina Intelligent Equipment International Holdings Limited","海納智能裝備國際控股有限公司","Global offering","20/05/2020","116000000","1.5","174","","Soochow; Wealth Link Securities; BOA MS Capital; DL Securities; TradeMaster Securities; CM Securities (Hongkong); Red Eagle Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2020/0520/2020052000013.pdf"
"2865","Hainan Drinda New Energy Technology Co., Ltd.","海南鈞達新能源科技股份有限公司","Global offering","28/04/2025","63432300","28.6","1814.16378","Huatai; CMB; Deutsche Bank","CITIC; CICC; SDICS International Securities; Patrons Securities; GF Securities; Futu; Fosun; Bank of China; CCB; ICBC; Fortune; Eddid; Star River Securities; Yuen Meta (International) Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0428/2025042800051.pdf"
"1905","Haitong UniTrust International Leasing Co., Ltd.","海通恆信國際租賃股份有限公司","Global offering","21/05/2019","1235300000","2.08","2569.424","CICC; Citi; CMB","UBS; Nomura; Bank of China; ICBC; BOCOM; ABCI; CCB; Shenwan Hongyuan; Sinomax Securities","https://www1.hkexnews.hk/listedco/listconews/sehk/2019/0521/ltn20190521025.pdf"
